name,gender,meaning
Baruni,Female,Goddess Durga
Basabi,Female,Wife of lord Indra
Basanti,Female,spring
Bavishya,Female,Future
Bavishni,Female,One who has future
Beena,Female,A musical instrument
Bel,Female,sacred wood apple tree
Bela,Female,Time; Creeper
Belli,Female,"Silver, A companion"
Bhagirathi,Female,the Ganges
Bhagwanti,Female,Lucky
Bhagwati,Female,Goddess Durga
Bhagyalakshmi,Female,goddess of wealth
Bhagyashri,Female,"Goddess Lakshmi, Lucky"
Bhagyawati,Female,Lucky
Bhairavi,Female,Goddess Durga; Musical raaga
Bhamini,Female,Lady
Bhanuja,Female,river Yamuna
Bhanumati,Female,Famous
Bhanuni,Female,Charming woman
Bhanupriya,Female,the Sun's beloved
Bhanusri,Female,Rays of Laxmidevi
Bharati,Female,Goddess Saraswati
Bharavi,Female,Radiant Sun
Bhaumi,Female,Goddess sita
Bhavana,Female,Feeling
Bhavani,Female,Goddess Parvati
Bhavi,Female,Emotional
Bhavika,Female,Cheerful expression
Bhavini,Female,Emotional
Bhavna,Female,"Good Feelings, Emotions"
Bhavya,Female,"grand, splendid"
Bhawna,Female,Feelings
Bheema,Female,Goddess Durga
Bhooma,Female,Earth
Bhoomi,Female,earth
Bhrithi,Female,Strengthened; Nourished; Cherished
Bhumika,Female,Earth
Bhupali,Female,a raagini in Indian music
Bhuvana,Female,the earth
Bhuvi,Female,Heaven
Bijali,Female,Lightening
Bijli,Female,Lightening
Bimala,Female,Pure
Bimbi,Female,Glorious
Bina,Female,Melodious
Bindhiya,Female,Dew drop
Bindu,Female,Point
Binita,Female,Modest
Bipasha,Female,A river
Bishakha,Female,Star
Bodhi,Female,Enlightenment
Brahmani,Female,Wife of Lord Brahma/ Saraswathi
Brijabala,Female,Daughter of Nature
Brinda,Female,Radha
Briti,Female,Strength
Bryn,Female,"Strong, Vigilant, Honored"
Bulbul,Female,Nightingale
Cauvery,Female,Same as Kavery-name of a river
Chaaya,Female,Shadow
Chahna,Female,Love
Chairavali,Female,full moon of Chaitra month
Chaitali,Female,Born in the Chaitra month
Chaitaly,Female,Name of an ancient city
Chaitra,Female,"1st month in Indian calendar, beginning"
Chakori,Female,Alert
Chakrika,Female,Lakshmi
Chalama,Female,Goddess Parvati
Chameli,Female,A creeper with flowers
Champa,Female,A flower
Champakmala,Female,garland of Champa flowers
Chanchala,Female,"Unsteady, Lakshmi"
Chanchari,Female,"bird, vortex of water,"
Chanda,Female,moon
Chandana,Female,Sandal wood
Chandani,Female,Star
Chandi,Female,Great Goddess
Chandika,Female,Goddess Durga
Chandini,Female,Star
Chandrabha,Female,moon- light
Chandrajyoti,Female,moon- light
Chandrakala,Female,phases of the moon
Chandrakali,Female,1/16th of the moon
Chandrakanta,Female,wife of the moon (night)
Chandrakanti,Female,moon light
Chandraki,Female,Peacock
Chandralekha,Female,ray of moon
Chandramukhi,Female,one with a moon like face
Chandraprabha,Female,"star, moon light"
Chandrapushpa,Female,star
Chandrika,Female,Moonlight
Chandrima,Female,Moon
Chapala,Female,"quick, lightening"
Chara,Female,Quiet and Frisky
Charita,Female,Good
Charmaine,Female,Song
Charu,Female,"Beautiful, attractive"
Charulata,Female,Beautiful creeper
Charulekha,Female,Beautiful picture
Charumati,Female,a beautiful lady
Charunetra,Female,One with beautiful eyes
Charusheela,Female,Beautiful Jewel
Charvi,Female,beautiful
Chashmum,Female,my eyes
Chaunta,Female,One who outshines the stars
Chetana,Female,Consciousness
Chetna,Female,Power of intellect; Alert
Chhavi,Female,Reflection
Chhavvi,Female,"Image, radiance"
Chhaya,Female,Shadow
Chinmayi,Female,Blissful
Chintanika,Female,Meditation
Chitra,Female,"Picture, a nakshatra"
Chitragandha,Female,A fragrant material
Chitrakshi,Female,Colourful eyes
Chitralekha,Female,as beautiful as a picture
Chitrali,Female,line of pictures
Chitrangada,Female,name of Arjun's wife
Chitrani,Female,River Ganga
Chitrathi,Female,A Bright Chariot
Chitrita,Female,"beautiful, decorated"
Chunni,Female,A star
Daksha,Female,Earth; Wife of Lord Shiva
Dakshayani,Female,Goddess Durga
Dalaja,Female,Honey
Damini,Female,Lightning
Damyanti,Female,Beautiful
Darika,Female,Maiden
Darpana,Female,Mirror
Darshana,Female,Observation
Dayamayi,Female,Merciful
Dayanita,Female,Merciful
Dayita,Female,Beloved
Deborah,Female,Queen Bee
Deepa,Female,A lamp
Deepal,Female,Light
Deepali,Female,Collection of lamps
Deepakala,Female,evening time
Deepaprabha,Female,light of lamps
Deepavati,Female,a raagini which is a hybrid of Deepak = Goddess Saraswati
Deepika,Female,A little light
Deepshika,Female,Lamp
Deepta,Female,"luminous, glowing, bright"
Deepti,Female,"Glow, shine"
Deeta,Female,A Name for Goddess Lakshmi
Deetya,Female,Answer of Prayers
Deleena,Female,Good Looking
Demira,Female,Devotee of Lord Krishna
Desna,Female,Offering
Devakali,Female,name of a Indian Music raagini
Devaki,Female,Mother of Krishna
Devakiri,Female,name of a raagini
Devangi,Female,Like a Goddess
Devanshi,Female,Divine
Devapriya,Female,Dear to the Gods
Devashree,Female,Goddess Lakshmi
Deveshi,Female,Goddess Durga
Devika,Female,Goddess
Devina,Female,Like a Goddess
Devishi,Female,Chief of the Goddesses
Devkanya,Female,Divine damsel
Devki,Female,Lord Krishna's mother
Devmani,Female,Divine Gift
Devna,Female,Godly
Devyani,Female,Like a Goddess
Dhanashri,Female,"lustre of wealth, Wealthy"
Dhanishta,Female,name of a nakshatra
Dhanvanti,Female,Wealthy
Dhanvi,Female,Money
Dhanyata,Female,"Success, fulfilment"
Dhara,Female,Constant flow
Dharini,Female,Earth
Dharitri,Female,the Earth
Dharnitha,Female,Earth
Dharti,Female,Earth
Dheeptha,Female,Goddess Lakshmi
Dhinushshini Devi,Female,A Name for Goddess Durga
Dhlriti,Female,"Courage, morale"
Dhriti,Female,Patience
Dhruti,Female,Motion
Dhruva,Female,Star
Dhruvi,Female,Firm
Dhruvika,Female,Firmly fixed
Dhwani,Female,Melody; Music
Dhyana,Female,Meditation
Dhyuti,Female,"Full of splendor, Lord Krishna"
Digambari,Female,Goddess Durga
Diksha,Female,Initiation
Dipali,Female,Lamps
Dipashri,Female,Lamp
Dipti,Female,Brightness
Disha,Female,Direction
Dishi,Female,Direction
Dishita,Female,Focus Diti = Idea
Divija,Female,Born in Heaven
Divya,Female,"Divine, Heavenly, brilliant"
Divyana,Female,Divine
Divyanshi,Female,Part of a divine power
Diya,Female,Lamp
Draupadi,Female,wife of pandavas
Drisana,Female,daughter of the sun
Drishti,Female,Sight
Drishya,Female,Sight
Dristi,Female,Sight
Diti,Female,splendour
Druti,Female,Softened
Durriya,Female,Expensive pearl
Durva,Female,A medicinal herb
Dyuti,Female,"Full of splendor, Light"
Ecchumati,Female,A river
Edha,Female,Sacred
Eesha,Female,Goddess Parvati;Purity
Eila,Female,the Earth
Eiravati,Female,"lightening, Ravi river"
Ekaa,Female,Goddess Durga
Ekaja,Female,only child
Ekanta,Female,Devoted girl
Ekantika,Female,singly focussed
Ekaparnika,Female,Goddess Durga
Ekta,Female,Unity
Ela,Female,Earth
Elina,Female,"pure, intelligent"
Eswary Eshwari,Female,"Goddess, Parvati"
Esha,Female,Desires and Pleasures
Eta,Female,Luminous
Falguni,Female,Beautiful
Forum,Female,Fragarance
Fulki,Female,Spark
Fullan,Female,Blooming
Fulmala,Female,Garland
Gajra Gajara,Female,garland of flowers
Gandhali,Female,Sweet scent
Ganesa,Female,good luck
Ganga,Female,River Ganga
Gangi,Female,Goddess Durga
Gangika,Female,River
Ganika,Female,Flower
Ganjan,Female,Exceding
Garati,Female,Virtuous woman
Gargi,Female,Name of a learned woman
Garima,Female,Warmth
Gaura,Female,"Goddes Parvati, name of a raaga"
Gauri,Female,Parvati
Gaurika,Female,Pretty young girl
Gautami,Female,River Godavari
Gayatri,Female,"Mother of the Vedas, Goddess Saraswati"
Geeta,Female,Holy book of the Hindus
Geeti,Female,Melody
Gina,Female,Silvery
Ginni,Female,Precious gold coin
Gira,Female,Language
Giribala,Female,Goddess Parvati
Girija,Female,Parvati
Girisha,Female,Goddess Parvati
Gita,Female,Song
Gitali,Female,Melodious
Gitanjali,Female,Collection of poems
Gitika,Female,A small song
Giva,Female,Hill
Godavari,Female,River Godavari
Godavri,Female,A river
Gomti,Female,A river
Gopa,Female,Gautama's wife
Gopika,Female,Cowherd girls
Gorma,Female,Goddess Parvati
Gorochana,Female,Goddes Parvati
Gourangi,Female,Fair complexioned
Gowri,Female,"""Bright, Parvati"""
Greeshma,Female,Kind of Season
Grishma,Female,Warmth
Gulika,Female,A pearl
Gunavati,Female,virtuous
Gunita,Female,Virtuous
Gunjita,Female,"Humming of bee, echo"
Gunnika,Female,Garland
Gurjari,Female,name of an Indian raaga
Gurparveen,Female,Goddess of the stars
Gyanada,Female,Saraswati
Haimi,Female,Golden
Haimavathi,Female,Godess Lakshmi
Hamsa,Female,Swan
Hamsavahini,Female,who rides a swan; Saraswathi
Hamsini,Female,who rides a swan; Saraswathi
Hansa,Female,Swan
Hansamala,Female,a line or row of swans
Hansini,Female,Swan and Beautiful lady
Haribala,Female,Daughter of Lord Vishnu
Harinakshi,Female,One with eyes like deer
Harini,Female,A deer
Haripriya,Female,liked by Hari
Harita,Female,Green
Harper,Female,One who plays the harp
Harshada,Female,one who brings happiness
Harshi,Female,Joyous
Harshika,Female,"Joyous, who gives happiness"
Harshita,Female,Joyful; who brings happiness
Harsika,Female,Laugh
Hasina,Female,Good
Hasita,Female,Full of laughter
Heera,Female,diamond
Heerkani,Female,small diamond
Hema,Female,Golden
Hemakshi,Female,Golden eyes
Hemalata,Female,golden creeper
Hemangi,Female,Golden body
Hemangini,Female,Girl with golden body
Hemani,Female,Goddess Parvati
Hemanti,Female,born in the Hemant season
Hemaprabha,Female,golden light
Hemashri,Female,one with golden body
Hemavati,Female,Goddess Parvati
Hemkanta,Female,golden girl
Hemlata,Female,Golden creeper
Henna,Female,Mehndi Hera = Queen of Gods
Hilla,Female,Timid
Hima,Female,Snow
Himagouri,Female,Parvati
Himaja,Female,Goddess Parvati
Himani,Female,Parvati
Hina,Female,A shrub
Hinda,Female,female deer
Hiranmayi,Female,Golden girl
Hita,Female,Lovable
Hitaishi,Female,Well wisher
Hiya,Female,Heart
Hradini,Female,Lightening
Hridya,Female,"Heart, kind hearted"
Hrithika,Female,kind hearted
Huma,Female,Bird of paradise
Humaila,Female,Golden Necklace
Hyma,Female,Godess Parvathi
Hymavathi,Female,Godess Lakshmi
Idha,Female,Insight
Idika,Female,the Earth
Iditri,Female,Complimentary
Iha,Female,Wish
Ihita,Female,Desire
Ijaya,Female,Sacrifice
Iksha,Female,Sight
Ikshita,Female,Visible
Ikshula,Female,Holy river
Iksura,Female,Fragrant Grass
ILA,Female,"Earth, daughter of Manu"
Imani,Female,Trustworthy
Inayat,Female,kindness
Indali,Female,Powerful
Indira,Female,Lakshmi
Indrakanta,Female,Indrani ( Shachi )
Indrakshi,Female,One with beautiful eyes
Indrani,Female,Wife of Indra
Indrina,Female,deep
Indu,Female,Moon
Induja,Female,Narmada river
Indukala,Female,Moonlight
Indukanta,Female,wife of moon (night)
Indulala,Female,Moon light
Indulekha,Female,Moon
Induma,Female,Moon
Indumati,Female,Full moon
Indumukhi,Female,with moonlike face
Induprabha,Female,moon rays
Inika,Female,Small Earth
Inu,Female,Attractive
Ipsa,Female,"ambition, desire"
Ipsita,Female,Desire
Ira,Female,Earth; Saraswati
Iraja,Female,Wind's daughter
Iravati,Female,Ravi river in India
Irit,Female,Daffodil
Isha,Female,Goddess Durga; the female energy
Ishani,Female,Goddess Durga
Ishanvi,Female,Parvathi
Ishi,Female,Goddess Durga
Ishita,Female,Superior
Ishta,Female,another name for Lord Vishnu
Ishwari,Female,Goddess
Ishwarya,Female,God's prosperity
Ishya,Female,spring
Iti,Female,Start
Itkila,Female,Fragrant
Iyla,Female,Moonlight
Jaba,Female,Hibiscus
Jagadamba,Female,Mother of the world
Jagadambika,Female,Goddess Durga
Jaganmayee,Female,Goddess Lakshmi
Jaganmata,Female,mother of the world
Jaganmohini,Female,Goddess Durga
Jagati,Female,Bestowed with speed
Jagrati,Female,Awakening
Jagruti,Female,Awareness
Jagvi,Female,Worldly
Jahnavi,Female,Ganga river
Jaina,Female,good character
Jaishnavi,Female,Victorious
Jaitashri,Female,name of a music raaga
Jaladhija,Female,Lakshmi
Jalaja,Female,Goddess of wealth
Jalbala,Female,lotus flower
Jalpa,Female,Discussion
Janaki,Female,Seeta
Janaknandini,Female,daugter of King Janak (Sita)
Janani,Female,Name of three Goddess
Janisha,Female,Dispeller of ignorance
Janki,Female,Goddess Sita
Januja,Female,Female offspring
Janya,Female,Life
Jarul,Female,Flower queen
Jasmin,Female,A Flower
Jasmit,Female,Famed
Jasu,Female,Brainy
Jasum,Female,Hibiscus
Jasweer,Female,Victorious
Jaasritha,Female,Goddess Lakshmi
Jaya,Female,Victory
Jayalalita,Female,Goddess Durga
Jayamala,Female,a garland of flowers given to the won who wins
Jayan,Female,Victory
Jayanti,Female,Victorious
Jayaprabha,Female,light of victory
Jayaprada,Female,Giver of victory
Jayashree,Female,Victorious woman
Jayashri,Female,Goddess of victory
Jayasudha,Female,nectar of victory
Jayavanti,Female,victorious
Jayita,Female,victorious
Jayna,Female,Victory
Jayne,Female,victorious
Jeeteshi,Female,Goddess of Victory
Jeevika,Female,Water
Jeevitha,Female,Alive
Jhalak,Female,Glimpse; Spark; Sudden motion
Jharna,Female,A spring
Jigisha,Female,Superior
Jigna,Female,Intellectual Curiosity
Jignasa,Female,Academic Curiosity
Jigyasa,Female,curiosity to know things
Jilpa,Female,Life giving
Jinal,Female,Lord Vishnu
Jinisha,Female,Superior
Jiya,Female,Sweet heart
Joshila,Female,Filled with enthusiasm
Joshitha,Female,Pleased
Joshika,Female,Young maiden
Jovita,Female,Joy
Jowaki,Female,Fire fly
Juhi,Female,A flower
Jui,Female,Flower
Jyeshtha,Female,"eldest child, a nakshatra"
Jyena,Female,Princess
Jyoti,Female,"Flame, lamp"
Jyotika,Female,light
Jyotirmayi / Jyothirmaayee,Female,provider of light
Jyotishmati,Female,"luminous, glowing"
Jyotsna,Female,Moon light
Kaajal,Female,"Muscara, surma"
Kaalaka,Female,Durga; pupil of the eye
Kaalanjari,Female,Parvati
Kaamakya,Female,Durga; granter of wishes
Kaasni,Female,Flower
Kadambari,Female,Goddess Saraswati
Kadambini,Female,clouds
Kairavi,Female,Moonlight
Kaishori,Female,(Goddess Parvati)
Kajjali,Female,eye-liner
Kajol,Female,Muscara
Kajri,Female,Light as a cloud
Kakali,Female,(chirping of birds)
Kakoli,Female,the Preaching of a bird
Kala,Female,Art
Kalakarni,Female,Lakshmi; with black ears
Kalapi,Female,"Peacock, nightingale"
Kalapini,Female,"peacock, night"
Kalavati,Female,"Parvati, artist"
Kalika,Female,Loud
Kalima,Female,Blackish
Kalindi,Female,Yamuna River
Kalini,Female,Flower
Kalpana,Female,Imagination Kalpita Imaginary
Kalyani,Female,Fortunate
Kamakshi,Female,"a Devi, same as Lalita"
Kamala,Female,Goddess Lakshmi
Kamalakshi,Female,one with lotus like eyes
Kamalika,Female,Lotus
Kamalini,Female,Lotus
Kamana,Female,Wish
Kameshvari,Female,Parvati; the lord of desires
Kamini,Female,Beautiful Woman
Kamna,Female,Wish
Kamya,Female,Capable
Kana,Female,(an atom)
Kanaka,Female,Gold
Kanakabati,Female,(a fairy-tale)
Kanaklata,Female,(golden creeper)
Kanakapriya,Female,one who loves gold
Kanan,Female,Jungle
Kananbala,Female,daughter of forest
Kanasu,Female,"""Dream"""
Kanchan,Female,Gold
Kanchana,Female,a celestial Apsara
Kanchanprabha,Female,golden light
Kanchi,Female,A waistband
Kani,Female,Girl
Kanika,Female,Molecule
Kanira,Female,Grain
Kanjri,Female,Bird
Kankalini,Female,one with necklace of bones
Kankana,Female,a bracelet
Kannaki,Female,devoted and virtuous wife
Kanta,Female,Beauty
Kanti,Female,Light
Kanupriya,Female,beloved of Kanha - Lord Krishna ( Radha)
Kanya,Female,A girl symbolising Durga
Kanyaka,Female,Durga; the youngest; girl; maiden; daughter; the virgin goddess
Kaksi,Female,Perfume
Kapila,Female,Sacred cow
Kapotakshi,Female,one with dove -like eyes
Karabi,Female,Flower
Karala,Female,Durga; opening wide; tearing
Karalika,Female,Durga; that which tears
Karishma,Female,Miracle
Karka,Female,crab
Karthiaeini,Female,Indian godness name
Karuka,Female,heavenly piece of art
Karul,Female,Innocent
Karunamayee,Female,full of pity for others
Karunya,Female,Compassionate
Kashika,Female,The shiny one
Kashish,Female,An attraction
Kashmira,Female,Beauty of Kashmir
Kashvi,Female,Shining
Kashwini,Female,Star
Kashyapi,Female,Earth
Kasturi,Female,Scented
Kathyayani,Female,Godess Parvathi
Kaumudi,Female,Full moon
Kausalya,Female,Mother of Rama
Kaushali,Female,Skillful
Kaushalya,Female,Lord Rama's mother
Kaushiki,Female,Durga; enveloped with silk
Kaustubhi,Female,Stone in lord Vishnu’s neckless kaustubh
Kautirya,Female,Durga; one who resides in a hut
Kaver,Female,i A River
Kavika,Female,Poetess
Kavita,Female,Poetry
Kaviya,Female,poem
Kavishri,Female,Poetess
Kavni,Female,A small poem
Kavya,Female,Poem
Keemaya,Female,Miracle
Keertana,Female,Song
Keerthana,Female,Devotional song
Keerthi,Female,"Fame, famous"
Keerthika,Female,one who is famous
Kenga,Female,River
Kenisha,Female,"""A Beautiful life"""
Kerani,Female,sacred bells
Keshi,Female,(a woman with beautiful hari)
Keshika,Female,(a woman with beautiful hair)
Keshini,Female,one with beautiful hair
Ketaki,Female,a cream colored flower
Ketki,Female,Flower
Keya,Female,Flower
Keyuri,Female,Armlet
Khushi,Female,Happiness
Khyath,Female,Famous
Khyati,Female,Fame
Kimatra,Female,seduce
Kimaya,Female,Divine
Kina,Female,little one
Kinaari,Female,Shore
Kinjal,Female,River bank
Kinnari,Female,Musical Instrument
Kiranmala,Female,garland of rays
Kiranmayi,Female,Full of Rays
Kirati,Female,Goddess Durga
Kirtana,Female,chanting religious hymns
Kirtmalini,Female,Garlanded with Fame
Kiruba,Female,Grace of God
Kishmish,Female,Sweet as grapes.
Kishori,Female,Young damsel
Kitu,Female,Kokila A Singer
Komal,Female,Soft
Komala,Female,(delicate)
Komali,Female,Tender
Koyel,Female,(the cuckoo)
Kosi Kosika,Female,A River in North India
Krandasi,Female,(the sky and the earth)
Kranti,Female,revolution
Kripi,Female,Beautiful
Krisha,Female,Divine
Krishi,Female,Agriculture; Farming
Krishnakali,Female,(a flower)
Kriti,Female,a work of art
Krittika,Female,Name of a star
Krupa,Female,"grace, favour"
Kruti,Female,Creation
Kshama,Female,Forgiveness; Mercy
Kshamya,Female,Earth
Kshanaprabha,Female,lightening
Kshanika,Female,that which lasts few moments
Kshema,Female,Durga; peaceful; tranquil
Kshemya,Female,Durga; goddess of welfare
Kshipa,Female,night
Kshipra,Female,name of a river in India
Kshipva,Female,Elasticized
Kshiraja,Female,Goddess Laxmi
Kshirja,Female,Goddess Lakshmi
Kshiti,Female,Earth
Kshitija,Female,Horizon
Kuhuk,Female,(kuhuk .kuhuk Bole Koyalia).
Kuja,Female,Goddess Durga
Kumari,Female,Goddess Durga
Kumkum,Female,Sacred powder (red)
Kumuda,Female,Pleasure of the Earth
Kumudini,Female,Lotus
Kundanika,Female,Flower
Kunjal,Female,"cuckoo, nightingale"
Kunjalata,Female,wild climber plant
Kunjana,Female,forest girl
Kuntal,Female,(hair)
Kuntala,Female,one with beautiful hair
Kunti,Female,Pandavas' mother
Kurangi,Female,(deer)
Kushala,Female,"safe, happy, expert"
Kusum,Female,Flower
Kusuma,Female,flower
Kusumanjali,Female,(flower offering)
Kusumavati,Female,(flowering)
Kusumita,Female,Flowers in bloom
Kusumlata,Female,(flowering creeper)
Kuvira,Female,Courageous woman
Laabha,Female,profit
Laasya,Female,Dance performed by Goddess Parvathi
Labangalata,Female,a flowering creeper
Laboni,Female,Graceful
Labuki,Female,Musical instrument
Ladhi,Female,Sangeet
Ladli,Female,Loved one
Laghima,Female,Goddess Parvathi
Laghuvi,Female,Tender
Laharika,Female,Waves of ocean
Lajita,Female,Modest
Lajja,Female,modesty
Lajjawati,Female,"shy, modest woman"
Lajvanti,Female,"shy, 'touch me not' plant"
Lajvati,Female,shy
Lajwanti,Female,modest
Lajwati,Female,modest
Lakhi,Female,Goddess Laxmi
Laksha,Female,Aim
Lakshaki,Female,Goddess Sita
Lakshana,Female,one with auspicious signs on her
Lakshita,Female,Distinguished
Lakshmi,Female,Goddess of Wealth
Lakshmishree,Female,fortunate
Lalana,Female,a girl
Lalasa,Female,love
Lali,Female,Blushing
Lalima,Female,Beauty
Lalita,Female,Beautiful Woman
Lalitamohana,Female,"attractive, beautiful"
Laranya,Female,Graceful
Lasaki,Female,Sita; made of lac
Lata,Female,Creeper
Latakara,Female,mass of creepers
Latangi,Female,slim girl
Latika,Female,Small Creeper
Lavali,Female,clove
Lavangi,Female,An Angel
Lavani,Female,grace
Lavanya,Female,grace
Lavenia,Female,Purified
Laxmi,Female,Goddess of Wealth
Leela,Female,Divine drama
Leelamayee,Female,"playful Leelavati,"
Lilavati,Female,Goddess Durga
Leena,Female,A devoted one; Tender
Lekha,Female,Writing
Lekisha,Female,Life
Leora,Female,Light
Libni,Female,Manuscripts of God
Lillian,Female,Lily
Lilly,Female,a flower
Lipi,Female,Manuscripts of God
Lipika,Female,Litters; alphabets
Lochana,Female,eye
Lohini,Female,red skinned
Lokajanani,Female,mother of the world
Lokamatri,Female,Lakshmi; mother of the world
